
T	19.131790000	72.915200000	TP111	
T	19.131690000	72.915240000	TP112	
T	19.131660000	72.915250000	TP113	
T	19.131560000	72.915290000	TP114	
T	19.131440000	72.915310000	TP115	
T	19.131300000	72.915330000	TP116	
T	19.130440000	72.915370000	TP117	
T	19.130340000	72.915380000	TP118	
T	19.130230000	72.915380000	TP119	
T	19.130120000	72.915380000	TP120	
T	19.130115600	72.915384600	TP121	
T	19.130110000	72.915260000	TP122	
T	19.130105500	72.915257700	TP123	
T	19.130110000	72.915250000	TP124	
T	19.130200000	72.915060000	TP125	
T	19.130201300	72.915063000	TP126	
T	19.130220000	72.915060000	TP127	
T	19.131260000	72.915100000	TP128	
T	19.131270000	72.915090000	TP129	
T	19.131820000	72.914980000	TP130	
T	19.131910000	72.914960000	TP131	
T	19.132000000	72.914940000	TP132	
T	19.132160000	72.914860000	TP133	
T	19.132370000	72.914740000	TP134	
T	19.132370000	72.914730000	TP135	
T	19.132370900	72.914734200	TP136	
T	19.132370000	72.914740000	TP137	
T	19.132440000	72.914830000	TP138	
T	19.132436300	72.914826100	TP139	
T	19.132570000	72.914710000	TP140	
T	19.132590000	72.914690000	TP141	
T	19.132670000	72.914580000	TP142	
T	19.132750000	72.914460000	TP143	
T	19.132810000	72.914320000	TP144	
T	19.132860000	72.914200000	TP145	
T	19.132920000	72.914000000	TP146	
T	19.133000000	72.913740000	TP147	
T	19.133090000	72.913480000	TP148	
T	19.133380000	72.912640000	TP149	
T	19.133550000	72.912160000	TP150	
T	19.133580000	72.912090000	TP151	
T	19.133660000	72.911850000	TP152	
T	19.133880000	72.911220000	TP153	
T	19.134040000	72.910760000	TP154	
T	19.134210000	72.910290000	TP155	
T	19.134270000	72.910140000	TP156	
T	19.134690000	72.908960000	TP157	
T	19.134850000	72.908470000	TP158	
T	19.134880000	72.908380000	TP159	
T	19.134990000	72.908090000	TP160	
T	19.135020000	72.908000000	TP161	
T	19.135150000	72.907560000	TP162	
T	19.135260000	72.907060000	TP163	
T	19.135260000	72.907040000	TP164	
T	19.135400000	72.906290000	TP165	
T	19.135440000	72.906120000	TP166	
T	19.135530000	72.905700000	TP167	
T	19.135570000	72.905600000	TP168	
T	19.135580000	72.905580000	TP169	
T	19.135580000	72.905570000	TP170	
T	19.135590000	72.905550000	TP171	
T	19.135610000	72.905540000	TP172	
T	19.135620000	72.905530000	TP173	
T	19.135630000	72.905520000	TP174	
T	19.135640000	72.905520000	TP175	
T	19.135670000	72.905510000	TP176	
T	19.135720000	72.905500000	TP177	
T	19.135990000	72.905470000	TP178	
T	19.136040000	72.905460000	TP179	
T	19.136060000	72.905450000	TP180	
T	19.136080000	72.905450000	TP181	
T	19.136090000	72.905440000	TP182	
T	19.136100000	72.905430000	TP183	
T	19.136110000	72.905420000	TP184	
T	19.136120000	72.905400000	TP185	
T	19.136120000	72.905390000	TP186	
T	19.136120000	72.905370000	TP187	
T	19.136130000	72.905330000	TP188	
T	19.136120000	72.905290000	TP189	
T	19.136120000	72.905240000	TP190	
T	19.136100000	72.905160000	TP191	
T	19.136080000	72.905070000	TP192	
T	19.136010000	72.904840000	TP193	
T	19.135890000	72.904500000	TP194	
T	19.135800000	72.904260000	TP195	
T	19.135770000	72.904200000	TP196	
T	19.135730000	72.904160000	TP197	
T	19.135690000	72.904120000	TP198	
T	19.135610000	72.904070000	TP199	
T	19.135560000	72.904040000	TP200	
T	19.135520000	72.904020000	TP201	
T	19.135480000	72.904010000	TP202	
T	19.135440000	72.904000000	TP203	
T	19.135410000	72.904010000	TP204	
T	19.135380000	72.904030000	TP205	
T	19.135360000	72.904040000	TP206	
T	19.135362100	72.904040800	TP207	

T	19.132969700	72.913845200	TP001	
T	19.133000000	72.913740000	TP002	
T	19.133090000	72.913480000	TP003	
T	19.133380000	72.912640000	TP004	
T	19.133550000	72.912160000	TP005	
T	19.133580000	72.912090000	TP006	
T	19.133660000	72.911850000	TP007	
T	19.133880000	72.911220000	TP008	
T	19.134040000	72.910760000	TP009	
T	19.134210000	72.910290000	TP010	
T	19.134270000	72.910140000	TP011	
T	19.134320000	72.910010000	TP012	
T	19.134317100	72.910005300	TP013	

T	19.135965100	72.914686800	TP001	
T	19.135390000	72.914500000	TP002	
T	19.135350000	72.914490000	TP003	
T	19.135320000	72.914480000	TP004	
T	19.134290000	72.914160000	TP005	
T	19.134294900	72.914163300	TP006	
T	19.134360000	72.915370000	TP007	
T	19.134380000	72.915710000	TP008	
T	19.134400000	72.916000000	TP009	
T	19.134420000	72.916250000	TP010	
T	19.134430000	72.916360000	TP011	
T	19.134460000	72.916810000	TP012	
T	19.134480000	72.917260000	TP013	
T	19.134480000	72.917300000	TP014	
T	19.134470000	72.917350000	TP015	
T	19.134460000	72.917400000	TP016	
T	19.134430000	72.917520000	TP017	
T	19.134400000	72.917690000	TP018	
T	19.134400000	72.917780000	TP019	
T	19.134390000	72.917870000	TP020	
T	19.134390000	72.918330000	TP021	
T	19.134386300	72.918333100	TP022	
T	19.134160000	72.918320000	TP023	
T	19.133890000	72.918320000	TP024	
T	19.133893900	72.918315200	TP025	
T	19.133893900	72.918315200	TP026	
T	19.134160000	72.918320000	TP027	
T	19.134390000	72.918330000	TP028	
T	19.134450000	72.918310000	TP029	
T	19.134530000	72.918280000	TP030	
T	19.134560000	72.918260000	TP031	
T	19.134590000	72.918230000	TP032	
T	19.134660000	72.918120000	TP033	
T	19.134680000	72.918090000	TP034	
T	19.134720000	72.918060000	TP035	
T	19.134780000	72.918050000	TP036	
T	19.135060000	72.918040000	TP037	
T	19.135064100	72.918035400	TP038	
T	19.136280000	72.918020000	TP039	
T	19.136650000	72.918010000	TP040	
T	19.136670000	72.918010000	TP041	
T	19.136760000	72.917990000	TP042	
T	19.136870000	72.917970000	TP043	
T	19.136970000	72.917930000	TP044	
T	19.137050000	72.917870000	TP045	
T	19.137140000	72.917770000	TP046	
T	19.137250000	72.917660000	TP047	
T	19.137490000	72.917390000	TP048	
T	19.137620000	72.917250000	TP049	
T	19.137880000	72.916910000	TP050	
T	19.138060000	72.916660000	TP051	
T	19.138160000	72.916490000	TP052	
T	19.138230000	72.916320000	TP053	
T	19.138270000	72.916160000	TP054	
T	19.138310000	72.916000000	TP055	
T	19.138350000	72.915830000	TP056	
T	19.138350000	72.915720000	TP057	
T	19.138340000	72.915610000	TP058	
T	19.138290000	72.915540000	TP059	
T	19.138190000	72.915460000	TP060	
T	19.137480000	72.915020000	TP061	
T	19.137482800	72.915017900	TP062	
T	19.137120000	72.914970000	TP063	
T	19.136860000	72.914940000	TP064	
T	19.136650000	72.914880000	TP065	
T	19.136020000	72.914700000	TP066	
T	19.135390000	72.914500000	TP067	
T	19.135350000	72.914490000	TP068	
T	19.135320000	72.914480000	TP069	
T	19.134290000	72.914160000	TP070	
T	19.133960000	72.914050000	TP071	
T	19.133000000	72.913740000	TP072	
T	19.133002000	72.913737000	TP073	
T	19.132920000	72.914000000	TP074	
T	19.132860000	72.914200000	TP075	
T	19.132810000	72.914320000	TP076	
T	19.132750000	72.914460000	TP077	
T	19.132670000	72.914580000	TP078	
T	19.132590000	72.914690000	TP079	
T	19.132570000	72.914710000	TP080	
T	19.132440000	72.914830000	TP081	
T	19.132436300	72.914826100	TP082	
T	19.132370000	72.914740000	TP083	
T	19.132370000	72.914730000	TP084	
T	19.132370900	72.914734200	TP085	
T	19.132370000	72.914740000	TP086	
T	19.132160000	72.914860000	TP087	
T	19.132000000	72.914940000	TP088	
T	19.131910000	72.914960000	TP089	
T	19.131820000	72.914980000	TP090	
T	19.131270000	72.915090000	TP091	
T	19.131260000	72.915100000	TP092	
T	19.130220000	72.915060000	TP093	
T	19.130200000	72.915060000	TP094	
T	19.130201300	72.915063000	TP095	
T	19.130110000	72.915250000	TP096	
T	19.130110000	72.915260000	TP097	
T	19.130105500	72.915257700	TP098	
T	19.130120000	72.915380000	TP099	
T	19.130115600	72.915384600	TP100	
T	19.129870000	72.915400000	TP101	
T	19.129610000	72.915410000	TP102	
T	19.129605800	72.915411500	TP103	

T	19.134296000	72.914182600	TP001	
T	19.134360000	72.915370000	TP002	
T	19.134380000	72.915710000	TP003	
T	19.134400000	72.916000000	TP004	
T	19.134420000	72.916250000	TP005	
T	19.134430000	72.916360000	TP006	
T	19.134460000	72.916810000	TP007	
T	19.134480000	72.917260000	TP008	
T	19.134480000	72.917300000	TP009	
T	19.134470000	72.917350000	TP010	
T	19.134460000	72.917400000	TP011	
T	19.134430000	72.917520000	TP012	
T	19.134400000	72.917690000	TP013	
T	19.134400000	72.917780000	TP014	
T	19.134390000	72.917870000	TP015	
T	19.134390000	72.918330000	TP016	
T	19.134386300	72.918333100	TP017	

T	19.131295700	72.915332900	TP001	
T	19.131260000	72.915100000	TP002	
T	19.131256200	72.915095700	TP003	
T	19.130220000	72.915060000	TP004	
T	19.130200000	72.915060000	TP005	
T	19.130201300	72.915063000	TP006	
T	19.130110000	72.915250000	TP007	
T	19.130110000	72.915260000	TP008	
T	19.130105500	72.915257700	TP009	
T	19.130110000	72.915330000	TP010	
T	19.130111400	72.915331900	TP011	

T	19.134041700	72.910761200	TP001	
T	19.133270000	72.910540000	TP002	
T	19.133190000	72.910550000	TP003	
T	19.133130000	72.910570000	TP004	
T	19.133060000	72.910600000	TP005	
T	19.133020000	72.910630000	TP006	
T	19.132930000	72.910730000	TP007	
T	19.132934500	72.910733300	TP008	

T	19.105399700	72.922266400	TP001	
T	19.105030000	72.921980000	TP002	
T	19.104560000	72.921580000	TP003	
T	19.104555300	72.921582000	TP004	
T	19.104630000	72.921480000	TP005	
T	19.104670000	72.921500000	TP006	
T	19.105140000	72.921870000	TP007	
T	19.105530000	72.922150000	TP008	
T	19.105700000	72.922260000	TP009	
T	19.106070000	72.922550000	TP010	
T	19.106230000	72.922680000	TP011	
T	19.106340000	72.922760000	TP012	
T	19.106350000	72.922760000	TP013	
T	19.106910000	72.923180000	TP014	
T	19.107280000	72.923430000	TP015	
T	19.107700000	72.923700000	TP016	
T	19.108340000	72.924100000	TP017	
T	19.108410000	72.924150000	TP018	
T	19.108820000	72.924390000	TP019	
T	19.108970000	72.924480000	TP020	
T	19.109330000	72.924710000	TP021	
T	19.109530000	72.924830000	TP022	
T	19.110290000	72.925300000	TP023	
T	19.110570000	72.925440000	TP024	
T	19.110900000	72.925580000	TP025	
T	19.111230000	72.925700000	TP026	
T	19.111710000	72.925860000	TP027	
T	19.111860000	72.925900000	TP028	
T	19.112100000	72.925960000	TP029	
T	19.112360000	72.926010000	TP030	
T	19.112870000	72.926080000	TP031	
T	19.113060000	72.926100000	TP032	
T	19.113360000	72.926100000	TP033	
T	19.113640000	72.926120000	TP034	
T	19.113890000	72.926130000	TP035	
T	19.114190000	72.926140000	TP036	
T	19.114340000	72.926140000	TP037	
T	19.114860000	72.926150000	TP038	
T	19.114940000	72.926150000	TP039	
T	19.115210000	72.926140000	TP040	
T	19.116380000	72.926080000	TP041	
T	19.117380000	72.926030000	TP042	
T	19.117480000	72.926030000	TP043	
T	19.117850000	72.926000000	TP044	
T	19.118100000	72.925990000	TP045	
T	19.118350000	72.925970000	TP046	
T	19.118630000	72.925940000	TP047	
T	19.118920000	72.925910000	TP048	
T	19.119550000	72.925810000	TP049	
T	19.120090000	72.925720000	TP050	
T	19.120640000	72.925620000	TP051	
T	19.121110000	72.925540000	TP052	
T	19.121450000	72.925480000	TP053	
T	19.121680000	72.925440000	TP054	
T	19.121770000	72.925430000	TP055	
T	19.122070000	72.925390000	TP056	
T	19.122340000	72.925360000	TP057	
T	19.122540000	72.925330000	TP058	
T	19.122840000	72.925310000	TP059	
T	19.122970000	72.925290000	TP060	
T	19.123220000	72.925270000	TP061	
T	19.123420000	72.925250000	TP062	
T	19.124170000	72.925230000	TP063	
T	19.124310000	72.925230000	TP064	
T	19.125080000	72.925130000	TP065	
T	19.125081400	72.925130200	TP066	
T	19.125150000	72.924790000	TP067	
T	19.125540000	72.922510000	TP068	
T	19.125580000	72.922340000	TP069	
T	19.125640000	72.922200000	TP070	
T	19.125690000	72.922080000	TP071	
T	19.125760000	72.921950000	TP072	
T	19.125890000	72.921810000	TP073	
T	19.126090000	72.921640000	TP074	
T	19.126130000	72.921610000	TP075	
T	19.126129300	72.921612100	TP076	
T	19.126180000	72.921680000	TP077	
T	19.126175100	72.921684600	TP078	
T	19.126360000	72.921600000	TP079	
T	19.126450000	72.921560000	TP080	
T	19.128190000	72.920920000	TP081	
T	19.128260000	72.920900000	TP082	
T	19.128330000	72.920870000	TP083	
T	19.128400000	72.920830000	TP084	
T	19.128460000	72.920790000	TP085	
T	19.128520000	72.920740000	TP086	
T	19.128570000	72.920680000	TP087	
T	19.128620000	72.920610000	TP088	
T	19.128660000	72.920550000	TP089	
T	19.128690000	72.920490000	TP090	
T	19.128710000	72.920420000	TP091	
T	19.128720000	72.920350000	TP092	
T	19.128740000	72.920260000	TP093	
T	19.128740000	72.920160000	TP094	
T	19.128740000	72.920120000	TP095	
T	19.128740000	72.920060000	TP096	
T	19.128720000	72.920000000	TP097	
T	19.128700000	72.919920000	TP098	
T	19.128660000	72.919840000	TP099	
T	19.128630000	72.919760000	TP100	
T	19.128560000	72.919690000	TP101	
T	19.128520000	72.919640000	TP102	
T	19.128460000	72.919590000	TP103	
T	19.128410000	72.919560000	TP104	
T	19.128390000	72.919550000	TP105	
T	19.128300000	72.919490000	TP106	
T	19.128230000	72.919440000	TP107	
T	19.128227100	72.919441700	TP108	
T	19.128280000	72.919360000	TP109	
T	19.128330000	72.919280000	TP110	
T	19.128350000	72.919230000	TP111	
T	19.128410000	72.919100000	TP112	
T	19.128407900	72.919104200	TP113	
T	19.128350000	72.918980000	TP114	
T	19.128340000	72.918890000	TP115	
T	19.128320000	72.918800000	TP116	
T	19.128320000	72.918740000	TP117	
T	19.128320000	72.918700000	TP118	
T	19.128310000	72.918670000	TP119	
T	19.128300000	72.918630000	TP120	
T	19.128270000	72.918610000	TP121	
T	19.128240000	72.918590000	TP122	
T	19.128080000	72.918520000	TP123	
T	19.128040000	72.918510000	TP124	
T	19.127990000	72.918500000	TP125	
T	19.127930000	72.918510000	TP126	
T	19.127830000	72.918530000	TP127	
T	19.127790000	72.918530000	TP128	
T	19.127760000	72.918530000	TP129	
T	19.127700000	72.918510000	TP130	
T	19.127550000	72.918430000	TP131	
T	19.127450000	72.918360000	TP132	
T	19.127410000	72.918320000	TP133	
T	19.127380000	72.918280000	TP134	
T	19.127370000	72.918230000	TP135	
T	19.127360000	72.918150000	TP136	
T	19.127350000	72.918070000	TP137	
T	19.127330000	72.918030000	TP138	
T	19.127300000	72.917980000	TP139	
T	19.127200000	72.917890000	TP140	
T	19.127050000	72.917750000	TP141	
T	19.126960000	72.917640000	TP142	
T	19.126910000	72.917540000	TP143	
T	19.126890000	72.917420000	TP144	
T	19.126900000	72.917320000	TP145	
T	19.126900000	72.917300000	TP146	
T	19.126890000	72.917290000	TP147	
T	19.126890000	72.917280000	TP148	
T	19.126870000	72.917260000	TP149	
T	19.126830000	72.917230000	TP150	
T	19.126600000	72.917160000	TP151	
T	19.126597400	72.917158400	TP152	
T	19.128200000	72.916460000	TP153	
T	19.128380000	72.916380000	TP154	
T	19.128400000	72.916370000	TP155	
T	19.128410000	72.916370000	TP156	
T	19.128430000	72.916360000	TP157	
T	19.128440000	72.916360000	TP158	
T	19.128460000	72.916360000	TP159	
T	19.128570000	72.916370000	TP160	
T	19.128572300	72.916365900	TP161	

